Filename,Labels,Category
O7Y0cO3TsSI.mp3,Chirp tone,Miscellaneous
o7z2je-BVvI.mp3,"Foghorn,Music",Musical Instruments
o81ZpnAQT9Y.mp3,"Wail, moan",Miscellaneous
O84YjlJ_Qw4.mp3,"Banjo,Country,Music,Musical instrument,Plucked string instrument,Bowed string instrument",Musical Instruments
o8ak7bUSJMc.mp3,"Printer,Speech",Human Sounds
O8EMm4QJjeo.mp3,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion",Musical Instruments
o8gUvhE-0kA.mp3,"Music,Speech,Funny music",Human Sounds
o8Ods-YRJgs.mp3,Whispering,Human Sounds
o8Q0i9VzQZA.mp3,"Sigh,Speech",Human Sounds
O8WKOKn2IZY.mp3,"Speech,Children playing,Inside, small room",Human Sounds
O8xMmqiskVw.mp3,"Steam whistle,Steam,Hiss",Miscellaneous
O93JYaZjfRA.mp3,"Insect,Mosquito,Fly, housefly",Animal Sounds
O97_4xoYq8A.mp3,Applause,Miscellaneous
O9iuZ0qUXBA.mp3,Eruption,Miscellaneous
o9nKX542J9c.mp3,Whistling,Miscellaneous
o9ReDAzxHvE.mp3,"Music,Sniff,Speech",Human Sounds
O9SxKNENNIQ.mp3,"Music,Ambient music",Musical Instruments
O9UyaTqQDdE.mp3,"Ding,Clang",Miscellaneous
o9VAwBqj0HA.mp3,Whistle,Miscellaneous
O9_oZ_c5yFg.mp3,"Whir,Vehicle,Car,Outside, urban or manmade",Vehicle Sounds
OA1uthICarY.mp3,"Beep, bleep",Animal Sounds
OA63sRxGk6o.mp3,"Singing,Choir,A capella",Human Sounds
Oag42LhgMoE.mp3,"Pour,Water,Speech",Human Sounds
OaG4IQR4Cfw.mp3,"Flap,Scrape,Speech",Human Sounds
oAI8RlcZXFw.mp3,"Background music,Theme music,Music,Soundtrack music",Musical Instruments
oAJBkWteljc.mp3,"Jackhammer,Inside, large room or hall",Miscellaneous
oANVd7GWDbA.mp3,Cupboard open or close,Miscellaneous
oAOSERlT_Dg.mp3,"Music,Whoop,Speech",Human Sounds
oARFeTnImOg.mp3,"Guitar,Music,Musical instrument,Ukulele,Speech,Plucked string instrument",Human Sounds
oaRtcfTazFE.mp3,"Drum and bass,Music",Musical Instruments
oaWaa5MDLiE.mp3,"Music,Grunt",Musical Instruments
ob8GlVyVSXc.mp3,"Engine knocking,Engine",Vehicle Sounds
ObbEE5JoDJE.mp3,"Cough,Laughter,Belly laugh,Speech",Human Sounds
oBBTqXQFTiA.mp3,"Singing,Music of Latin America",Human Sounds
Obc79LFQ05Q.mp3,Sidetone,Miscellaneous
obcIYEMbnIs.mp3,"Jackhammer,Speech",Human Sounds
obGk74Znhbw.mp3,"Smoke detector, smoke alarm,Inside, small room",Miscellaneous
OBhiAEjh0zk.mp3,Pour,Miscellaneous
OBJM1TqPvu4.mp3,"Music,Scary music",Musical Instruments
oBLLs2UcJbQ.mp3,"Cough,Speech,Child speech, kid speaking",Human Sounds
OBn4HAj_RbE.mp3,"Wild animals,Music,Roaring cats (lions, tigers),Animal",Animal Sounds
ObOVxLpPLuU.mp3,Boiling,Miscellaneous
OBPySxWxlcE.mp3,"Music,Breaking,Inside, small room",Musical Instruments
ObQH8sSi4K8.mp3,Church bell,Miscellaneous
OBSce-F-DWc.mp3,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove",Animal Sounds
Obtx-A9Lt5c.mp3,"Disco,Music",Musical Instruments
obVRHsMY6Yo.mp3,"Rumble,Speech",Human Sounds
oBwt8T8P8Zs.mp3,"Swing music,Jazz,Music",Musical Instruments
oBzfJ4Hmzi8.mp3,Zipper (clothing),Miscellaneous
OB_A_is-CLo.mp3,"Sink (filling or washing),Water tap, faucet,Water",Environmental Sounds
oC0e8GXYy_4.mp3,"Music,Scary music",Musical Instruments
Oc9o_IKJqRw.mp3,"Railroad car, train wagon,Train horn,Rail transport,Train,Clickety-clack",Vehicle Sounds
OCa8cwXYgqY.mp3,"Yodeling,Music",Musical Instruments
ocCIB2bPq_Y.mp3,"Harpsichord,Keyboard (musical)",Miscellaneous
OcH1JGkXy5o.mp3,"Noise,Speech",Human Sounds
ockKCoOKfmY.mp3,"Music,Telephone bell ringing,Speech",Human Sounds
OcnCM_lb5d4.mp3,"Toilet flush,Water",Environmental Sounds
ocOYpa4na5k.mp3,Car passing by,Vehicle Sounds
OcsAOCUCvFY.mp3,"Horse,Livestock, farm animals, working animals,Animal",Animal Sounds
OCYwIkB3b5Q.mp3,Tuning fork,Miscellaneous
od5i0WACtIM.mp3,"Squish,Speech",Human Sounds
oD6sKnchJfQ.mp3,Clatter,Miscellaneous
od7-KBOwqAA.mp3,"Bird,Bird vocalization, bird call, bird song,Chirp, tweet,Coo,Pigeon, dove",Animal Sounds
od7agrd4aVA.mp3,"Fowl,Honk,Goose",Miscellaneous
Od85JwO7ChQ.mp3,"Bouncing,Speech",Human Sounds
ODD5Ut4Gf38.mp3,"Bicycle,Music,Vehicle,Speech",Human Sounds
ODjGbGq_wnk.mp3,Humming,Miscellaneous
odl1N1okDJ0.mp3,"Music,Speech,Ambient music",Human Sounds
odlZvYN20tc.mp3,"Walk, footsteps,Speech",Human Sounds
ODndrvRhbYQ.mp3,"Horse,Music,Neigh, whinny,Clip-clop,Speech",Animal Sounds
ODOrls3MuZI.mp3,"Christmas music,Singing,Christian music,Music",Human Sounds
oDPtAyu4HTY.mp3,"Mouse,Speech",Human Sounds
oDQb7qZsz6o.mp3,"Laughter,Chuckle, chortle,Speech",Human Sounds
ODRAYQE9GXs.mp3,"Harmonica,Wind instrument, woodwind instrument",Environmental Sounds
ODuHtSYmBbY.mp3,"Smash, crash,Whack, thwack",Impact Sounds
ODUolvUrB5U.mp3,"Fart,Speech",Human Sounds
odvyhJNVtRY.mp3,"Cowbell,Livestock, farm animals, working animals",Animal Sounds
oDYXwNSk_8k.mp3,"Giggle,Speech",Human Sounds
oE0PiIDMbL4.mp3,"Music,Speech,Oink",Human Sounds
OecEaoBtxpw.mp3,"Aircraft engine,Vehicle,Fixed-wing aircraft, airplane,Aircraft",Vehicle Sounds
OECgm1obaFs.mp3,"Bagpipes,Wind instrument, woodwind instrument",Environmental Sounds
oEIxbX9NbEc.mp3,"Vehicle,Air brake",Vehicle Sounds
oEJ5bh-OIuU.mp3,"Music,Theremin",Musical Instruments
oEK9_B4UpWw.mp3,"Snoring,Domestic animals, pets,Animal",Animal Sounds
oekK5PiNgSg.mp3,"Bouncing,Speech",Human Sounds
OeNTAUKZgKs.mp3,Jazz,Miscellaneous
oeSyAOMx0ho.mp3,"Electric shaver, electric razor,Inside, small room",Miscellaneous
oeWkKfiPQNo.mp3,"Filing (rasp),Rub,Wood",Miscellaneous
OE_05sAxvJ8.mp3,Writing,Miscellaneous
Oe_xSG_ic-c.mp3,"Jazz,Music,Keyboard (musical),Piano",Musical Instruments
OF3eq_5J2hw.mp3,"Music,Helicopter",Musical Instruments
OfB-IotfiTI.mp3,Zing,Miscellaneous
OFBbWkmHWok.mp3,"Domestic animals, pets,Wail, moan,Dog,Animal",Animal Sounds
OFEhxNNhVKo.mp3,Jingle bell,Miscellaneous
ofESdVdX-fY.mp3,Glass,Miscellaneous
ofhH8SvSQMI.mp3,"Railroad car, train wagon,Train whistle,Rail transport,Train,Clickety-clack",Vehicle Sounds
ofHhfDm-zBQ.mp3,"Finger snapping,Speech,Inside, small room",Human Sounds
OFjgPGPQ0NA.mp3,"Shuffling cards,Speech",Human Sounds
oFNENHGF5uk.mp3,"Music,Ding-dong,Speech",Human Sounds
ofnKFDQl_uw.mp3,Hammer,Miscellaneous
Ofry7lyQZDA.mp3,"Wind instrument, woodwind instrument,Flute",Musical Instruments
OfUrb7Yj4z4.mp3,"Music,Chink, clink",Musical Instruments
ofXzCNUYFtc.mp3,"Music,Grunt",Musical Instruments
oFyhlXb7uCE.mp3,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion",Musical Instruments
OF_e0815slU.mp3,"Plop,Speech",Human Sounds
og07vW7R5PI.mp3,"Music,Whoop",Musical Instruments
oG4GWEHsQbI.mp3,"Power windows, electric windows",Miscellaneous
oG4mpipk2jI.mp3,"Whale vocalization,Music",Musical Instruments
Og5adQdf0pY.mp3,"Cymbal,Hi-hat,Gong",Miscellaneous
oGc-W3DWpDU.mp3,"Chatter,Speech",Human Sounds
ogc8SiYPYyU.mp3,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Train wheels squealing",Vehicle Sounds
OGEtGy6JYcM.mp3,"Dental drill, dentist's drill,Speech",Human Sounds
ogG7bajuV7s.mp3,Blender,Miscellaneous
oGhSYorabhM.mp3,"Rodents, rats, mice",Miscellaneous
ogHTHIYZq80.mp3,"Crackle,Speech",Human Sounds
oGn01urjd1k.mp3,"Toilet flush,Water",Environmental Sounds
ogOTksL2Vas.mp3,"Chant,Christian music,Music,Vocal music",Musical Instruments
oGpwBgexxyU.mp3,"Crack,Speech",Human Sounds
OGPYXJyxQ24.mp3,"Crowd,Cheering,Children shouting",Miscellaneous
OgqDO1wxQ8E.mp3,"New-age music,Music",Musical Instruments
OgSgOx11Dq8.mp3,"Clicking,Noise",Miscellaneous
oGT3waf-11Q.mp3,"Basketball bounce,Trickle, dribble",Miscellaneous
oGtgsC4-1qo.mp3,"Roar,Speech",Human Sounds
Og_1ZZ6HJmo.mp3,"Biting,Speech,Inside, small room",Human Sounds
oh0EWEvJI90.mp3,"Music,Reggae",Musical Instruments
OH77CQZDlNE.mp3,Chop,Miscellaneous
ohahrLmMyV4.mp3,"Domestic animals, pets,Pant,Dog",Animal Sounds
OHAlKNgoEiA.mp3,"Cutlery, silverware,Dishes, pots, and pans",Miscellaneous
Ohei_Ou2vJ0.mp3,"Vehicle,Air brake",Vehicle Sounds
ohikUtjUN7c.mp3,"Tabla,Percussion",Miscellaneous
ohIQPsbEQQM.mp3,"Music,Song,Salsa music,Maraca",Musical Instruments
OhKMWfVT06E.mp3,"Crying, sobbing,Speech",Human Sounds
oHLeUJeDL1A.mp3,"Afrobeat,Music",Musical Instruments
OHlevOnoYQ0.mp3,"Music,Tick-tock",Musical Instruments
ohMaT4TqX7c.mp3,Squeal,Miscellaneous
ohpWTvrGycU.mp3,"Finger snapping,Speech",Human Sounds
OHpxyPURzdU.mp3,"Music,Funny music",Musical Instruments
OhZmxS5DUKU.mp3,"Music,Exciting music",Musical Instruments
ohZYDZmo7hQ.mp3,"Music,Grunge",Musical Instruments
OHZZuO2vY50.mp3,"Music,Vocal music",Musical Instruments
oI00pniRwgk.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",Animal Sounds
OiAJB9uydS8.mp3,"Music,Music for children,Buzz,Speech,Child speech, kid speaking",Human Sounds
OiBoeXI-R9k.mp3,"Music,Ding-dong",Musical Instruments
OiC0fD1n3Bk.mp3,"Jingle, tinkle",Miscellaneous
oICW-zsmEfM.mp3,"Sampler,Music",Musical Instruments
oiHh2-6jmnU.mp3,"Afrobeat,Music",Musical Instruments
OIIZ1XQVa2Q.mp3,"Music,Marimba, xylophone,Vibraphone",Musical Instruments
OiJIg2YXfRU.mp3,"Alarm,Speech",Human Sounds
OIk5Gi4w9uE.mp3,"Sliding door,Music",Musical Instruments
OiNlYrlJE4g.mp3,"Harp,Music,Musical instrument,Plucked string instrument,Classical music",Musical Instruments
oIQqhb6BmMo.mp3,"Power windows, electric windows,Speech",Human Sounds
OIQsUqLdzLo.mp3,"Bus,Vehicle,Speech",Human Sounds
oirLAT3RCF0.mp3,"Turkey,Fowl,Gobble",Animal Sounds
OItUhSp_S1k.mp3,"Speech,Microwave oven",Human Sounds
oiX9Q3Lm4jg.mp3,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove",Animal Sounds
OIygEG3sPtU.mp3,"Insect,Cricket",Animal Sounds
oiZkgsZcQmY.mp3,"Burping, eructation,Speech",Human Sounds
Oi_hejNwPxI.mp3,"Sheep,Bleat",Animal Sounds
oj069nMDPLQ.mp3,"Speech,Children playing",Human Sounds
oJ2jcO9TZWg.mp3,Light engine (high frequency),Miscellaneous
OJ4hYN9OVuY.mp3,"Music,Electronic dance music",Musical Instruments
OJ9GetszIWM.mp3,"Speech,Speech synthesizer",Human Sounds
Oj9nNSem1-A.mp3,"Organ,Hammond organ",Miscellaneous
oJ9rQPvhUNQ.mp3,"Quack,Duck,Speech",Human Sounds
oJC32UsYFLg.mp3,"Laughter,Domestic animals, pets,Speech,Dog,Animal,Whimper (dog)",Animal Sounds
oJdHPfpE27k.mp3,"Rodents, rats, mice",Miscellaneous
ojDjuCqBzUQ.mp3,"Zipper (clothing),Music,Speech",Human Sounds
ojdqgnmcgYM.mp3,Disco,Miscellaneous
OJe1yEKFfdI.mp3,"Vehicle,Car,Heavy engine (low frequency)",Vehicle Sounds
OjEBN0ArNCk.mp3,"Crunch,Speech",Human Sounds
OJfYSZzZOP8.mp3,"Typing,Speech",Human Sounds
OJijinIrUgs.mp3,"Door,Slam",Miscellaneous
Ojp9Qv0gDsA.mp3,"Singing,Sampler,Music,Dance music",Human Sounds
OjPPHeQXdZk.mp3,"Boat, Water vehicle,Wind,Sailboat, sailing ship,Wind noise (microphone)",Environmental Sounds
OJpQgSZ49tk.mp3,"Drum and bass,Music",Musical Instruments
oJSaOFfZ7ow.mp3,"Glass,Music",Musical Instruments
OjSNphAnq88.mp3,Train wheels squealing,Vehicle Sounds
oJSnwGKzxbE.mp3,"Wind instrument, woodwind instrument,Flute",Musical Instruments
OJuVsBojdvo.mp3,"Humming,Vocal music,A capella",Miscellaneous
oJVrr2N0EHI.mp3,Chop,Miscellaneous
ojvtp3aHKdc.mp3,Whistling,Miscellaneous
OJWFjYqQjTs.mp3,"Clock,Music",Musical Instruments
ojwVhlh-P1U.mp3,Singing bowl,Human Sounds
Ojz0ypDbruI.mp3,"Air conditioning,Speech",Human Sounds
Ok-ia7ziJy0.mp3,"Country,Music,Bluegrass",Musical Instruments
ok-xBfOhmrk.mp3,"Cutlery, silverware,Dishes, pots, and pans",Miscellaneous
oKab6-syQD4.mp3,"Music,Psychedelic rock,Rock music,Shout",Human Sounds
OKB62QAF5U8.mp3,"Gunshot, gunfire,Cap gun",Miscellaneous
OkcBJawiIHA.mp3,New-age music,Miscellaneous
Oke5ju50Fgw.mp3,"Smoke detector, smoke alarm,Speech",Human Sounds
OKk1XPqBdCk.mp3,"Electric toothbrush,Tools,Speech",Human Sounds
okLhe_sD0cg.mp3,Mains hum,Miscellaneous
oKloGAjT7qs.mp3,Fusillade,Miscellaneous
oKNKH_95QaE.mp3,"Scrape,Speech",Human Sounds
okpTQM-Ft7A.mp3,"Rain,Rustle,Raindrop,Rain on surface",Environmental Sounds
okQ6dLB1kdk.mp3,"Music,Lullaby",Musical Instruments
oKQ81e_wp1s.mp3,"Fire engine, fire truck (siren),Emergency vehicle,Siren",Environmental Sounds
OkRayrbryAo.mp3,"Music,Synthetic singing",Musical Instruments
OKRsL5jVyfc.mp3,"Air conditioning,Speech",Human Sounds
okSCBgNJ-Yg.mp3,Toothbrush,Miscellaneous
okXKlLF2lh0.mp3,"Gunshot, gunfire,Machine gun",Machine and Tool Sounds
OKyaTfhvayI.mp3,"Mantra,Music",Musical Instruments
oL4bNCYL9-o.mp3,"Computer keyboard,Typing,Speech",Human Sounds
OL6-jYPRUQE.mp3,"Gurgling,Speech",Human Sounds
OL6K5u63LWc.mp3,"Chuckle, chortle,Snicker,Baby laughter",Miscellaneous
Ol8t_wETShM.mp3,"Trickle, dribble",Miscellaneous
OLA6yUdoTyo.mp3,"Fire,Wind,Wind noise (microphone)",Environmental Sounds
OLdVZVzzTyg.mp3,"Snicker,Speech",Human Sounds
OlGs6IxcviI.mp3,Stream,Environmental Sounds
OLIHtM3TNcw.mp3,"Spray,Speech",Human Sounds
OLkNJYazEh0.mp3,"Baby laughter,Inside, small room",Miscellaneous
OLMt7TquvmY.mp3,"Motorcycle,Flap,Vehicle,Outside, urban or manmade",Vehicle Sounds
oLNdb9izBAw.mp3,Chopping (food),Miscellaneous
OLO32zwuC0I.mp3,Ding,Miscellaneous
OLpQaYAPRK0.mp3,"Heavy metal,Music,Progressive rock",Musical Instruments
OLsy4ISTNmY.mp3,"Fowl,Crowing, cock-a-doodle-doo,Cluck,Chicken, rooster",Animal Sounds
OlTglBeKUMw.mp3,"Music,Boom,Speech",Human Sounds
oLtk5XuasN8.mp3,"Effects unit,Noise",Miscellaneous
OLvDEue-f38.mp3,Patter,Miscellaneous
OLVYyUZrDdE.mp3,"Fire engine, fire truck (siren),Emergency vehicle,Siren",Environmental Sounds
OlX5yLycBhQ.mp3,Skateboard,Miscellaneous
OM04OFjNPGw.mp3,"Music,Angry music",Musical Instruments
OM8gYZ_X5kg.mp3,"Electric toothbrush,Speech,Inside, small room",Human Sounds
OM9H6dXYCcY.mp3,"Organ,Electronic organ",Miscellaneous
oMAE_ca9ajE.mp3,"Music,Ukulele",Musical Instruments
OMApGp219Zc.mp3,Bell,Miscellaneous
omAz2-Yg5eI.mp3,Blender,Miscellaneous
Omby2ZNzmbA.mp3,"Sawing,Rub,Wood",Machine and Tool Sounds
OMC09r7Zw4c.mp3,"Music,Choir",Musical Instruments
OMfDX69_RUk.mp3,Throat clearing,Miscellaneous
oMgSuyPBINs.mp3,"Harpsichord,Keyboard (musical)",Miscellaneous
oMguKdgPGvU.mp3,Throbbing,Miscellaneous
oMgVmFzBrus.mp3,"Applause,Speech",Human Sounds
OMiNUyU0Y8s.mp3,"Music,Musical instrument,Speech,Drum machine",Human Sounds
OMjLpPxbKN4.mp3,Writing,Miscellaneous
omLdskejMh0.mp3,"Gasp,Speech",Human Sounds
OMMQqkwvNx8.mp3,"Insect,Cricket",Animal Sounds
OmMZlRxBjD4.mp3,"Music,Television,Speech",Human Sounds
OMo7qvmsMu4.mp3,"Boat, Water vehicle,Motorboat, speedboat,Wind,Wind noise (microphone)",Environmental Sounds
omy5nTzGyQo.mp3,"Crow,Caw,Speech,Animal",Animal Sounds
oMZcsGUi8ZE.mp3,"Wind instrument, woodwind instrument,Shofar",Environmental Sounds
on18CWdmxn8.mp3,"Music,Dance music,Hip hop music",Musical Instruments
oN1rNCe_qIg.mp3,"Silence,Chewing, mastication,Inside, small room",Miscellaneous
On27Ww5nLhs.mp3,"Foghorn,Speech",Human Sounds
oN9_GYDkNcM.mp3,"Christmas music,Christian music,Music",Musical Instruments
onBc-szcv6g.mp3,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Toot,Vehicle",Vehicle Sounds
OndIPDsFbX4.mp3,"Aircraft engine,Vehicle,Fixed-wing aircraft, airplane,Aircraft,Outside, urban or manmade",Vehicle Sounds
OneFrXjJGi8.mp3,"Singing,Music,Opera,Violin, fiddle",Human Sounds
OneZesloYXY.mp3,Echo,Miscellaneous
ONfiIgB_W_o.mp3,"Theme music,Music",Musical Instruments
oNggxSyyyq8.mp3,"Christmas music,Christian music,Music",Musical Instruments
onjN--K8C80.mp3,"Finger snapping,Speech",Human Sounds
OnL-e9X0oEc.mp3,"Music of Africa,Music",Musical Instruments
ONlYMaqm9lo.mp3,"Rustling leaves,Speech",Human Sounds
ONns3NeieFo.mp3,"Babbling,Inside, small room",Miscellaneous
OnOO5FR22BI.mp3,"Croak,Frog",Miscellaneous
oNqBsQiNoAU.mp3,Choir,Miscellaneous
onquKz5SYRs.mp3,"Music,Soundtrack music",Musical Instruments
onRvtbNSv90.mp3,"Rodents, rats, mice,Patter",Miscellaneous
ONvkpC2khGY.mp3,Slosh,Miscellaneous
oo-p6resEJ4.mp3,"Insect,Cricket",Animal Sounds
OO1Q-3kXCtM.mp3,"Brass instrument,French horn",Miscellaneous
OO4LUcMV25E.mp3,"Female speech, woman speaking,Music,Speech",Human Sounds
oOa0bQISM9k.mp3,Bicycle bell,Miscellaneous
OOdjlfDHpMU.mp3,"Railroad car, train wagon,Rail transport,Train,Clickety-clack,Train wheels squealing",Vehicle Sounds
OodpS6bvTgg.mp3,"Splinter,Wood",Miscellaneous
oogrnx-_LBA.mp3,"Steam whistle,Steam,Hiss",Miscellaneous
OOj8XfZGR8c.mp3,"House music,Music,Electronic dance music",Musical Instruments
OoJGMj5H7Wk.mp3,"Music,Musical instrument,Speech,Plucked string instrument,Sitar",Human Sounds
OOJPGNNRkl8.mp3,Stream,Environmental Sounds
oOpLBhemBmk.mp3,"Foghorn,Speech,Outside, urban or manmade",Human Sounds
OOQyDTDPTaY.mp3,"Music,Run,Outside, urban or manmade",Musical Instruments
OoQzhhWFfz4.mp3,"Sliding door,Outside, urban or manmade",Miscellaneous
OoRUo92emGo.mp3,"Dial tone,Electronic music,Music,Synthesizer",Musical Instruments
oOSD6PZfmjI.mp3,"Vehicle,Air brake,Car",Vehicle Sounds
OOSJNnV0Dow.mp3,"Music,Chatter,Speech,Inside, large room or hall,Inside, public space",Human Sounds
OOucKPgUBRA.mp3,Flap,Miscellaneous
OoyxPPoPmt0.mp3,"Folk music,Music,Song,Maraca",Musical Instruments
OP6JGlv32nw.mp3,"Insect,Cricket",Animal Sounds
OpaYJtitPVE.mp3,Squawk,Miscellaneous
OpciAGJrS7g.mp3,"Mechanical fan,Speech",Human Sounds
opgEIQS6L4Y.mp3,"Heart sounds, heartbeat",Miscellaneous
OPigZLdHGvA.mp3,"Music,Vibraphone",Musical Instruments
oPiyXhxRGe4.mp3,"Music,Musical instrument,Rock music,Pulse",Musical Instruments
OpJHhFACMjw.mp3,"Cupboard open or close,Speech",Human Sounds
OplcFe9OOMA.mp3,"Boat, Water vehicle,Motorboat, speedboat,Wind,Wind noise (microphone)",Environmental Sounds
opnG6qoVYzM.mp3,"Gunshot, gunfire,Machine gun",Machine and Tool Sounds
opNsR1I09Zw.mp3,"Wail, moan,Speech,Inside, large room or hall",Human Sounds
OPX9ukYun3o.mp3,"Music,Theremin,Inside, public space",Musical Instruments
opxEW8R5wN4.mp3,"Heart murmur,Music",Musical Instruments
opxGmpKOiE4.mp3,Sewing machine,Miscellaneous
opXNUOAPTxA.mp3,"Motor vehicle (road),Truck,Vehicle,Speech,Air brake",Human Sounds
Oq1ygfvQhj0.mp3,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Ship,Wind noise (microphone)",Environmental Sounds
Oq2w1YoCs1k.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal",Animal Sounds
oQ2XdN7HGL4.mp3,"Walk, footsteps",Miscellaneous
OQ3Ore6FMPw.mp3,"Toot,Truck,Vehicle",Vehicle Sounds
Oq3TgBgwOR8.mp3,"Snoring,Domestic animals, pets,Dog",Animal Sounds
oQckz5isMzE.mp3,"Music,Thump, thud,Speech",Human Sounds
OQH86K_H6Us.mp3,"Speech,Children playing",Human Sounds
OQIGI2OPWeg.mp3,"Tools,Dental drill, dentist's drill",Machine and Tool Sounds
OqJDkvETSx8.mp3,"Speech,Crumpling, crinkling",Human Sounds
oQm0ck6H2eE.mp3,"Singing,Music,Bang",Human Sounds
oQovYZ4RnbY.mp3,"Mains hum,Hum,Static",Miscellaneous
oQRdTZ3J78k.mp3,"Sine wave,Chirp tone",Miscellaneous
OqreKjPM-GQ.mp3,Stream,Environmental Sounds
oQs4NFBTxd8.mp3,"Silence,Music",Musical Instruments
OqXoOZGhVcI.mp3,"Christmas music,Music",Musical Instruments
OqXsRZMZQDY.mp3,"Music,Maraca",Musical Instruments
OQyEpzRSV3U.mp3,Chant,Miscellaneous
oQ_qXT08Q5M.mp3,"Background music,Music",Musical Instruments
or4JO4dp6F0.mp3,"Drill,Tools,Power tool",Machine and Tool Sounds
or4xjxo92Oo.mp3,"Ratchet, pawl,Pulleys,Gears,Mechanisms",Miscellaneous
OrAytLkEBMU.mp3,Plop,Miscellaneous
oRdP9-EW-nM.mp3,"Brass instrument,Trombone",Miscellaneous
ORdW-nWhCfE.mp3,"Conversation,Goat,Speech,Livestock, farm animals, working animals,Animal",Animal Sounds
OrEut3mOMnM.mp3,"Speech,Typewriter",Human Sounds
OrfXnb7uR7I.mp3,Toothbrush,Miscellaneous
oRj8jNaNj7o.mp3,Background music,Miscellaneous
orlpRanqgAc.mp3,"Goat,Sheep,Speech,Livestock, farm animals, working animals,Animal",Animal Sounds
Orq5T9inyxQ.mp3,"Pump (liquid),Water",Environmental Sounds
ORU6Ykr0mKM.mp3,"Mains hum,Hum,Static",Miscellaneous
orWcvuUszEA.mp3,"Speech,Gush",Human Sounds
oRwoG6-jeqE.mp3,"Singing,Music,Tambourine",Human Sounds
OrwximvUjTU.mp3,"Hubbub, speech noise, speech babble,Speech,Sound effect,Outside, urban or manmade",Human Sounds
OrXAi1ckgnY.mp3,"Beep, bleep,Speech,Inside, small room",Animal Sounds
Orz5S6gqL-4.mp3,"Music,Bellow,Whoop",Musical Instruments
Os2MPfMkUsI.mp3,"Rodents, rats, mice,Patter",Miscellaneous
oS9d51NeUWU.mp3,"Sink (filling or washing),Water tap, faucet,Water",Environmental Sounds
osalG80fhbg.mp3,"Music,Roll,Rock and roll",Musical Instruments
oSbyAbS6e2c.mp3,"Engine knocking,Vibration,Engine,Accelerating, revving, vroom,Speech",Human Sounds
oSDZZHN77PI.mp3,"Guitar,Music,Musical instrument,Speech,Electronic tuner,Plucked string instrument,Inside, small room",Human Sounds
OseeYF_ud7g.mp3,"Tabla,Drum,Percussion",Musical Instruments
OSlotCnSFow.mp3,"Music,Angry music",Musical Instruments
ospVD-a6FM8.mp3,"Wild animals,Purr,Speech,Animal",Animal Sounds
OSUVuxAZgdk.mp3,"Music,Speech,Tire squeal,Car",Human Sounds
oSVSkr8P5E8.mp3,Gong,Miscellaneous
OS_APLbr4-w.mp3,"Lawn mower,Vehicle,Light engine (high frequency)",Vehicle Sounds
OT-6bFnVGbs.mp3,"Whack, thwack",Miscellaneous
oT3cQK8ySyM.mp3,"Whoosh, swoosh, swish",Miscellaneous
ot3nPo702pw.mp3,"Heart sounds, heartbeat",Miscellaneous
ot6SpwD1hzk.mp3,"Music,Rock music,Roll,Rock and roll",Musical Instruments
oTEXk4wk37k.mp3,"Singing,Music,Whoop,Yell",Human Sounds
oTJRivZTMLs.mp3,"Music,Progressive rock",Musical Instruments
oTNq65oNLPA.mp3,"Rodents, rats, mice",Miscellaneous
oTNVYD3UzFs.mp3,"Buzzer,Speech",Human Sounds
oTS4jW77rTQ.mp3,"Boat, Water vehicle,Wind,Sailboat, sailing ship,Wind noise (microphone)",Environmental Sounds
Otsvcgx9MpU.mp3,Crack,Miscellaneous
OTu_vWZV4QA.mp3,"Didgeridoo,Music",Musical Instruments
otVPTo72q4w.mp3,"Traditional music,Music",Musical Instruments
OTWtKVR2NFQ.mp3,"Railroad car, train wagon,Rail transport,Train,Train wheels squealing",Vehicle Sounds
otxIneJxlsM.mp3,Door,Miscellaneous
oTzTZqDOIt0.mp3,"Electronic music,Music,Electronica",Musical Instruments
OT_PsG8M0Pw.mp3,"Power windows, electric windows,Vehicle,Speech",Human Sounds
Ot_t1q6cN3A.mp3,Ding,Miscellaneous
Ou0SyGhcYk4.mp3,Scrape,Miscellaneous
Ou2LP_2ypQw.mp3,"Vibration,Engine,Idling,Accelerating, revving, vroom,Cacophony,Vehicle,Medium engine (mid frequency)",Vehicle Sounds
Ou2rEaq28PM.mp3,"Music,Reggae,Scratch",Musical Instruments
ou31_1I4q4o.mp3,Spray,Miscellaneous
ou3LJpAM4mk.mp3,"Afrobeat,Singing,Music,Rapping,Hip hop music",Human Sounds
Ou7vteWmqfw.mp3,"Music,Middle Eastern music",Musical Instruments
OUeRknySOOk.mp3,"Echo,Music",Musical Instruments
oufuexSMM-s.mp3,Change ringing (campanology),Miscellaneous
OUG8Sg7R9XY.mp3,Sidetone,Miscellaneous
